season,site,kartez,allometry,metric,value,n_zero_mean,biomass_mean,n_quads
S,P,GRCL,BM,cv,3.872983346207417,14,0.9995333333333334,1
S,P,GUSA2,BM,cv,2.739509965817192,11.347826086956522,2.486472463768116,23
S,P,HENA,BM,cv,3.253029245082993,12.833333333333334,0.021464055555555552,6
S,P,HENE5,BM,cv,3.872983346207417,14,0.020164999999999995,2
S,P,HEOB,BM,cv,3.652367256107069,13.666666666666666,0.09210788888888889,3
S,P,HYVE,BM,cv,3.872983346207417,14,0.032786518518518513,9
S,P,IPLA2,BM,cv,3.872983346207417,14,0.0038799999999999933,3
S,P,IPLO2,BM,cv,3.872983346207417,14,0.0033141666666666597,4
S,P,IPPU4,BM,cv,3.872983346207417,14,0.0018753333333333313,5
S,P,JUMO,BM,cv,1.7551569322437088,10.06060606060606,60.81480533333333,33
S,P,KRLA2,BM,cv,3.872983346207417,14,0.17761333333333337,1
S,P,LAOCO,BM,cv,3.074547148713184,12.23076923076923,0.1295926153846154,13
S,P,LEPI3,BM,cv,2.317724005469531,6.838709677419355,0.1054527311827957,31
S,P,LOPL2,BM,cv,3.4660413977942834,13.444444444444445,0.13545277777777778,9
S,P,LUBR2,BM,cv,2.583140500630841,12.03448275862069,0.0806883908045977,29
S,P,LYPA,BM,cv,3.872983346207417,14,0.08073333333333334,1
S,P,LYPH,BM,cv,2.705105517238054,11.361702127659575,0.16819851063829785,47
S,P,MAFE,BM,cv,3.400896381303723,13.142857142857142,0.01778333333333333,7
S,P,MAGR10,BM,cv,3.872983346207417,14,3.2333333333333335e-4,1
S,P,MAHA4,BM,cv,1.753951366578216,10,2.292826666666667,1
S,P,MAPIP,BM,cv,3.872983346207417,14,0.00667666666666666,1
S,P,MELE2,BM,cv,3.872983346207417,14,0.01198666666666666,1
S,P,MILI3,BM,cv,2.944678862759078,12.666666666666666,0.022120222222222218,21
S,P,MIOX,BM,cv,3.872983346207417,14,0.21568249999999997,2
S,P,MUAR2,BM,cv,3.872983346207417,14,0.019918555555555464,3
S,P,MUPA2,BM,cv,3.1791222434090405,12,1.4450596190476193,7
S,P,MUPO2,BM,cv,3.872983346207417,14,0.22813916666666667,1
S,P,MUTO2,BM,cv,2.011830436597874,7,0.45196533333333333,34
S,P,NECA3,BM,cv,3.155633894407785,12.533333333333333,0.05051346666666666,15
S,P,NOMI,BM,cv,1.238338607969902,7.5,136.68153333333333,2
S,P,OECA10,BM,cv,3.4752942467009547,13.5,0.050638499999999996,10
S,P,OPEN3,BM,cv,2.9203585550291935,12.285714285714286,28.12301904761905,7
S,P,OPPH,BM,cv,2.3833318959048135,10.076923076923077,24.18459,26
S,P,OPPOP,BM,cv,3.872983346207417,14,0.9168444444444445,3
S,P,OPUNT,BM,cv,3.612701265225985,13.642857142857142,0.17543671428571428,14
S,P,PELO3,BM,cv,2.9052079505866018,13,0.04376166666666666,1
S,P,PHACE,BM,cv,3.872983346207417,14,0.08813000000000001,2
S,P,PHCR,BM,cv,2.9132021286748024,12,0.06143333333333333,2
S,P,PHHE4,BM,cv,3.872983346207417,14,0.01250333333333333,3
S,P,PHLOL3,BM,cv,3.872983346207417,14,0.0468875,2
S,P,PHYSA,BM,cv,3.872983346207417,14,0.018754999999999997,2
S,P,PLJA,BM,cv,2.7222697093905386,11,0.36916000000000004,7
S,P,PLPA2,BM,cv,2.7868075527196314,11.235294117647058,0.06984815686274509,17
S,P,POFE,BM,cv,3.1238664421079965,12.052631578947368,0.12895863157894738,19
S,P,RHMI3,BM,cv,3.872983346207417,14,9.688,1
S,P,RHTR,BM,cv,2.400575707163945,10.615384615384615,47.710026666666664,13
S,P,SCBR2,BM,cv,3.8729833462074175,14,0.01922333333333333,1
S,P,SCMU6,BM,cv,3.872983346207417,14,9.699999999999967e-4,2
S,P,SIAL2,BM,cv,3.8372616817235956,13.875,0.004162916666666664,8
S,P,SOEL,BM,cv,2.344216457032242,10,0.124752,5
S,P,SOJA,BM,cv,2.7710135438962116,12.333333333333334,0.08543944444444446,3
S,P,SPAI,BM,cv,3.872983346207417,14,0.0918,1
S,P,SPCOC,BM,cv,2.148137481858072,9.666666666666666,0.13595088888888887,3
S,P,SPHA,BM,cv,3.872983346207417,14,0.009583333333333329,2
S,P,SPORO,BM,cv,2.6951719419844804,10.692307692307692,1.0489555307692309,26
S,P,SPPO6,BM,cv,2.7541294156820038,11.153846153846153,0.28249671794871795,13
S,P,STPA4,BM,cv,3.872983346207417,14,0.02275,1
S,P,TEAR4,BM,cv,3.872983346207417,14,0.0066684444444444395,3
S,P,THWR,BM,cv,3.534677404670359,13.454545454545455,0.040237999999999996,22
S,P,VINE,BM,cv,3.872983346207417,14,1.82,1
S,P,VUOC,BM,cv,3.400637828668027,13.296296296296296,0.05369833333333333,27
S,P,YUBA,BM,cv,2.310717895509523,9.75,91.06782916666666,4
S,P,ZIGR,BM,cv,2.9715900121172396,13,1.20119,2
F,B,ALIN,BIM,acor,-0.07619047619047618,14,0.02666666666666667,1
F,B,ALMA4,BIM,acor,-0.04134449315796463,12.5,0.032979999999999995,2
F,B,AMPA,BIM,acor,-0.0761904761904762,14,0.08161666666666666,3
F,B,APRAH,BIM,acor,-0.07619047619047627,14,0.02748333333333333,1
F,B,ARAD,BIM,acor,-0.04296905689408536,13.38888888888889,0.06777555555555555,18
F,B,ARIST,BIM,acor,0.1719195229448174,11.055555555555555,3.3655820370370373,18
F,B,ASTRA,BIM,acor,-0.0788805502505845,12.944444444444445,0.07295018518518519,18
F,B,BAWR,BIM,acor,-0.00476190476190477,14,0.572,1
F,B,BELY,BIM,acor,-0.00476190476190476,14,0.00109933333333333,3
F,B,BOBA2,BIM,acor,-0.037698390327316256,11.083333333333334,0.147706,12
F,B,BOER4,BIM,acor,0.25798897327381265,3.3181818181818183,15.164972181818182,22
F,B,BOGR2,BIM,acor,0.2522174955672013,0.2,22.57473866666667,30
F,B,BREUC2,BIM,acor,-0.10083747531346261,12.5,0.5015708333333333,4
F,B,CHAL11,BIM,acor,-0.17065095561739477,6.75,1.8454206666666666,8
F,B,CHCO,BIM,acor,-0.07619047619047618,14,0.00549666666666666,1
F,B,CHCO2,BIM,acor,-0.056904322578845035,12.75,0.01570833333333333,4
F,B,CHER2,BIM,acor,-0.07619047619047614,14,0.0892,1
F,B,CHIN2,BIM,acor,-0.07619047619047618,14,0.034731874999999995,8
F,B,CHLA10,BIM,acor,-0.07619047619047625,14,0.03761333333333334,1
F,B,CHRE4,BIM,acor,-0.04884598040549293,13,0.02805833333333333,6
F,B,CHSE7,BIM,acor,-0.14939508843679888,11.863636363636363,0.10404290909090909,22
F,B,CHSES,BIM,acor,-0.16520145893712196,8.933333333333334,0.5114668,30
F,B,CINE,BIM,acor,0.4300185640401966,7,0.42893,1
F,B,COEQ,BIM,acor,0.013071962918001162,13.428571428571429,0.28268571428571426,7
F,B,CRCR3,BIM,acor,-0.049816849816849786,13.8,0.003291199999999994,15
F,B,CYIMI,BIM,acor,0.3049619847939175,13,3.033066666666667,1
F,B,DAPU7,BIM,acor,0.051225090971507015,9.61111111111111,0.3575925925925926,18
F,B,DEPI,BIM,acor,-0.00476190476190476,14,0.00109933333333333,4
F,B,ECFEF3,BIM,acor,0.30166529160834255,9.666666666666666,0.3411544444444445,3
F,B,ECIN2,BIM,acor,0.08772784846411445,12.75,0.14928833333333333,4
F,B,ELEL5,BIM,acor,-0.07619047619047613,14,0.0438,1
F,B,ENDE,BIM,acor,-0.13220685395929316,11.333333333333334,0.25727933333333336,12
F,B,EPTO,BIM,acor,-0.00476190476190475,14,0.9534666666666668,1
F,B,ERAB2,BIM,acor,-0.07619047619047617,14,0.03795833333333333,1
F,B,ERCI,BIM,acor,-0.09368551542464588,13.428571428571429,0.011772619047619044,7
F,B,ERDI4,BIM,acor,-0.0761904761904762,14,0.02748333333333333,1
F,B,ESVIV,BIM,acor,-0.00476190476190475,14,0.011975,1
F,B,EUEX4,BIM,acor,-0.11611260156837061,11.4,0.07719206666666667,30
F,B,EVNU,BIM,acor,0.049293707553221086,10.5,0.17039666666666667,6
F,B,FESTU,BIM,acor,-0.00476190476190474,14,0.208,1
F,B,GACO5,BIM,acor,-0.016629061290639745,5.833333333333333,4.2465414444444445,6
F,B,GASUN,BIM,acor,-0.016823257217061294,12.166666666666666,0.06290961111111111,6
F,B,GLBI2,BIM,acor,-0.024309865086188934,12.277777777777779,0.15995299999999998,18
F,B,GRCL,BIM,acor,0.6793853650138579,6,6.074033333333333,1
F,B,GUSA2,BIM,acor,-0.07619047619047614,14,0.2892,1
F,B,HODR,BIM,acor,0.17608152257328913,12,0.1197,2
F,B,HYFIC,BIM,acor,-0.04457202519896481,13.083333333333334,0.22974444444444445,12
F,B,HYVE,BIM,acor,0.026959831088664905,11.5,0.21986666666666668,2
F,B,IPCO2,BIM,acor,-0.03610385309221838,13,0.05410327777777778,12
F,B,KAPA,BIM,acor,-0.0761904761904762,14,0.1549350476190476,7
F,B,LIIN2,BIM,acor,-0.07619047619047621,14,0.010993333333333325,2
F,B,LIPU4,BIM,acor,-0.06956750369190126,13.555555555555555,0.015183333333333328,9
F,B,MAHEH2,BIM,acor,-0.07619047619047614,14,0.06386666666666667,1
F,B,MAPIP,BIM,acor,0.19791364173832116,12.75,0.17897533333333332,4
F,B,MELE2,BIM,acor,-0.0017280791358432843,12.76923076923077,0.2590964102564102,13
F,B,MIAL4,BIM,acor,0.024108929406042763,12.9,0.3631098,10
F,B,MILI3,BIM,acor,0.04773471575785109,11.166666666666666,0.44142277777777783,6
F,B,MOCE,BIM,acor,-0.09804707263270801,13.5,0.04456291666666667,2
F,B,MUAR2,BIM,acor,0.1999478711208936,6.636363636363637,2.3788750909090908,22
F,B,MUPO2,BIM,acor,-0.07619047619047614,14,0.065,2
F,B,MUSQ3,BIM,acor,-0.08618600397958033,13,0.019907037037037036,9
F,B,OECA10,BIM,acor,-0.040435245575142165,13.625,0.0069395416666666624,16
F,B,PAHI5,BIM,acor,-0.07619047619047621,14,0.00531666666666666,1
F,B,PEAN,BIM,acor,-0.1315083907043879,10.833333333333334,0.08063333333333333,6
F,B,PEFE,BIM,acor,0.17363657327337714,3,0.5161333333333333,1
F,B,PHCR,BIM,acor,-0.017748917748917792,14,3.0366666666666666e-4,11
F,B,PLJA,BIM,acor,0.13803820312791232,7,8.376179666666667,12
F,B,PLPA2,BIM,acor,-0.06601990899615118,12.9,0.002391155555555553,30
F,B,POOL,BIM,acor,-0.1480965697486909,10.714285714285714,0.18605133333333332,14
F,B,PRPA2,BIM,acor,-0.0761904761904762,14,0.00759166666666666,1
F,B,PSTAT,BIM,acor,-0.07619047619047618,14,0.01648999999999999,1
F,B,SAAB,BIM,acor,-0.06190476190476192,14,0.004305599999999998,5
F,B,SATR12,BIM,acor,-0.06099056637216676,11.2,11.401918355555555,30
F,B,SCBR2,BIM,acor,0.1909682180005953,5.5,2.7106583333333334,4
F,B,SEBA3,BIM,acor,-0.022909513754629407,12.75,0.018413833333333327,8
F,B,SEDI3,BIM,acor,-0.12935359864897897,12.5,0.4599,2
F,B,SEFLF,BIM,acor,-0.016654514485065247,13.666666666666666,0.8869464444444445,12
F,B,SOEL,BIM,acor,0.045528285690320386,10.666666666666666,0.41887444444444444,12
F,B,SPHA,BIM,acor,-0.07734498837902587,11.210526315789474,1.0259605263157896,19
F,B,SPORO,BIM,acor,0.17908177662321878,9.4,1.9522613466666665,25
F,B,SPPO6,BIM,acor,-0.07604754375872601,13.222222222222221,0.046538444444444445,9
F,B,STPA4,BIM,acor,0.04669401206955459,7.666666666666667,2.09391,3
F,B,TECO,BIM,acor,-0.009559370183811805,11.5,0.26757773333333335,10
F,B,THME,BIM,acor,-0.07619047619047618,14,0.00549666666666666,1
F,B,TRRA,BIM,acor,-0.07686800532936237,12.416666666666666,0.05631236111111111,12
F,B,ZIGR,BIM,acor,-0.10360708599805826,11.428571428571429,0.638976,7
F,C,APRAH,BIM,acor,-0.07619047619047618,14,0.00109933333333333,1
F,C,ARAD,BIM,acor,-0.07619047619047617,14,0.01808333333333333,4
F,C,ARIST,BIM,acor,0.12142069832122074,7.833333333333333,3.8263366666666663,6
F,C,ARPA9,BIM,acor,-0.00476190476190475,14,1.0488,2
F,C,ASTRA,BIM,acor,-0.04475287049815801,13.142857142857142,0.02327780952380952,14
F,C,BAABA,BIM,acor,0.09996600034348982,9.833333333333334,1.7496653333333334,12
F,C,BAMU,BIM,acor,-0.07619047619047618,14,0.00549666666666666,1
F,C,BOBA2,BIM,acor,-0.10993205181723535,11.214285714285714,0.240198,28
F,C,BOER4,BIM,acor,0.15050657204479032,10.285714285714286,3.4992534285714285,14
F,C,CHER2,BIM,acor,0.10697948654262605,8.375,1.4219780833333333,8
F,C,CHRE4,BIM,acor,-0.09952897559789708,13,0.018993333333333327,2
F,C,CHSE7,BIM,acor,-0.1459197909846476,12.15,0.1145649,40
F,C,CHSES,BIM,acor,-0.15728585940424566,11.947368421052632,0.2724514736842105,38
F,C,CHST8,BIM,acor,-0.10361191332521523,13.6,0.10797,5
F,C,CRCR3,BIM,acor,-0.0986038059489907,13.142857142857142,0.010709460317460312,21
F,C,CYLE8,BIM,acor,-0.07619047619047607,14,0.0958,1
F,C,DAPU7,BIM,acor,0.0712419596029888,8.432432432432432,0.422972972972973,37
F,C,DEPI,BIM,acor,-0.0842989697168855,13.833333333333334,0.005038611111111107,12
F,C,ELEL5,BIM,acor,-0.06659501921536262,11,1.7805916666666666,2
F,C,ENDE,BIM,acor,-0.07304418335450463,13.142857142857142,0.08439999999999999,7
F,C,ERAB2,BIM,acor,0.02290769966523194,13,0.00334033333333333,1
F,C,EUEX4,BIM,acor,-0.12760691303704377,12.777777777777779,0.05854018518518519,9
F,C,GRCL,BIM,acor,0.2862978277842607,2,5.36969,2
F,C,GUSA2,BIM,acor,0.12030140264133024,11.107142857142858,11.513700404761904,28
F,C,GUSP,BIM,acor,-0.07619047619047621,14,0.38036933333333334,5
F,C,HENE5,BIM,acor,-0.0761904761904762,14,0.1404,1
F,C,HODR,BIM,acor,5.440351045063615e-4,6.666666666666667,0.6278866666666666,6
F,C,IPPU4,BIM,acor,-0.0775579663901298,13.875,0.001214666666666665,8
F,C,KAPA,BIM,acor,-0.10005861865537703,13.142857142857142,0.7589685714285713,7
F,C,LAOCO,BIM,acor,-0.06662231913642803,13.647058823529411,0.011862588235294118,17
F,C,LATR2,BIM,acor,0.3528553250100977,2.6857142857142855,75.07382571428572,35
F,C,LEFE,BIM,acor,0.046112205521570256,8.911764705882353,0.7939066274509804,34
F,C,LIPU4,BIM,acor,-0.08088250789221602,13.333333333333334,0.026925111111111108,3
F,C,MAGR10,BIM,acor,-0.0761904761904762,14,0.060733333333333334,2
F,C,MAPIP,BIM,acor,0.1297523431792436,12.25,0.33260355555555554,12
F,C,MELE2,BIM,acor,0.017515881769154373,12.625,0.39585966666666667,8
F,C,MESC,BIM,acor,-0.04840060259345602,10,0.34354166666666663,4
F,C,MIAL4,BIM,acor,-0.07619047619047624,14,0.00549666666666666,1
F,C,MUAR,BIM,acor,-0.11759834368530023,13.5,0.055766666666666666,2
F,C,MUAR2,BIM,acor,-0.05137404915798269,13.4,0.16638,5
F,C,MUPO2,BIM,acor,0.08771195819837589,11.076923076923077,1.3320923076923077,13
F,C,MUSQ3,BIM,acor,-0.07765143131299511,13.19047619047619,0.04635977777777778,21
F,C,"NAHI",BIM,acor,-0.07619047619047617,14,0.006832499999999995,2
F,C,OPMA8,BIM,acor,0.10856179829656495,4,65.7712,1
F,C,OPPH,BIM,acor,-0.03855064525188969,11,23.421533333333333,1
F,C,PAIN2,BIM,acor,-0.07619047619047621,14,0.00437999999999999,1
F,C,PEAN,BIM,acor,-0.07619047619047617,14,0.00295,1
F,C,PEFE,BIM,acor,-0.00476190476190477,14,0.00653333333333333,1
F,C,PHACE,BIM,acor,-0.07619047619047618,14,0.0022281458333333315,4
F,C,PHCR,BIM,acor,-0.07619047619047631,14,3.0366666666666666e-4,7
F,C,PLJA,BIM,acor,0.26626896123699056,5.2,10.688099333333334,5
F,C,PLPA2,BIM,acor,-0.054194928847255776,13.421052631578947,0.002919789473684209,19
F,C,POOL,BIM,acor,-0.07619047619047621,14,0.07648666666666666,1
F,C,PSTAT,BIM,acor,-0.07619047619047624,14,0.00549666666666666,1
F,C,SAAB,BIM,acor,0.15248372730387122,13.5,0.022229999999999993,2
F,C,SCBR2,BIM,acor,0.17015556077779898,6.571428571428571,3.3930033333333336,14
F,C,SCLA6,BIM,acor,-0.07619047619047625,14,0.05496666666666667,1
F,C,SEDI3,BIM,acor,0.0232470049330514,10.5,1.314,2
F,C,SOEL,BIM,acor,-0.11747622067562485,10,0.2478466666666667,2
F,C,SPAI,BIM,acor,-0.1366634592589494,13,0.223125,1
F,C,SPHA,BIM,acor,-0.0761904761904762,14,0.006291666666666667,2
F,C,SPORO,BIM,acor,0.08103286210742429,10.958333333333334,0.5903780416666667,24
F,C,SPPO6,BIM,acor,0.04968567434197008,11.466666666666667,0.18219617777777777,15
F,C,STEM,BIM,acor,0.5292703592703593,9.666666666666666,0.2790666666666667,30
F,C,THAC,BIM,acor,0.1651231732548962,8.5,3.6989671428571427,14
F,C,THME,BIM,acor,-0.07619047619047621,14,0.02748333333333333,1
F,C,TICA3,BIM,acor,-0.08713039778770468,13,0.3504,1
F,C,TILA2,BIM,acor,-0.0761904761904762,14,0.0066,2
F,C,TOAN,BIM,acor,-0.07619047619047618,14,0.0015942499999999976,4
F,G,ALIN,BIM,acor,-0.11697392468067142,12.333333333333334,0.7253333333333333,3
F,G,APRAH,BIM,acor,-0.09201141291159616,12.666666666666666,0.42892322222222223,6
F,G,ARIST,BIM,acor,0.19772799873777133,11,8.939298333333333,2
F,G,ASTRA,BIM,acor,0.0355390012546428,12.421052631578947,0.05537638596491228,19
F,G,BOBA2,BIM,acor,-0.06361701289526683,12.8,0.040583999999999995,5
F,G,BOER4,BIM,acor,0.3272969937947305,0.09090909090909091,78.24586527272727,22
F,G,CHER2,BIM,acor,0.1450819095911636,9.666666666666666,1.6337475555555556,3
F,G,CHRE4,BIM,acor,-0.05106950953823222,12.105263157894736,0.0754280701754386,19
F,G,CHSE7,BIM,acor,-0.10965182560320952,11.428571428571429,0.21783161904761905,21
F,G,CHSES,BIM,acor,-0.05049379636612512,12.133333333333333,0.153176,15
F,G,CRCR3,BIM,acor,-0.07619047619047617,14,0.00274266666666666,5
F,G,DAPU7,BIM,acor,-7.763331628795592e-4,9.571428571428571,0.545952380952381,7
F,G,ENDE,BIM,acor,-0.07564281006202483,12.75,0.5195875,4
F,G,EPTO,BIM,acor,0.6167252146760343,0,29.080733333333335,1
F,G,ERTE13,BIM,acor,-0.07619047619047618,14,0.00151833333333333,1
F,G,EUEX4,BIM,acor,-0.043893584929900836,10.772727272727273,0.19437427272727273,22
F,G,GUSA2,BIM,acor,0.3207908906259877,11.166666666666666,8.366984444444444,18
F,G,HODR,BIM,acor,0.05476705238161838,9.733333333333333,0.7831546666666667,15
F,G,KAPA,BIM,acor,-0.11013142043315162,12.6,1.4187439333333334,20
F,G,LATR2,BIM,acor,0.1408363617935665,9.5,48.650850000000005,2
F,G,LEFE,BIM,acor,0.2237333631667836,11.5,0.7169706666666666,2
F,G,LIPU4,BIM,acor,-0.08647757174294578,13.666666666666666,0.005668444444444441,6
F,G,MAGR10,BIM,acor,-0.07619047619047616,14,0.01670166666666666,1
F,G,MAPIP,BIM,acor,0.15422599657324304,12.777777777777779,2.0568253333333333,9
F,G,MUAR2,BIM,acor,0.011284555773029406,10,2.098644,5
F,G,MUSQ3,BIM,acor,-0.08484444114957869,13.4,0.0688716,5
F,G,OECA10,BIM,acor,-0.07619047619047618,14,0.012092666666666661,7
F,G,OPPH,BIM,acor,0.5024695727294143,11,9.750533333333331,1
F,G,PLJA,BIM,acor,0.07178503389783635,11.75,1.306295,4
F,G,PLPA2,BIM,acor,-0.04601960160088112,13.619047619047619,0.002216317460317459,21
F,G,POOL,BIM,acor,-0.0761904761904762,14,0.00347666666666666,1
F,G,SAAB,BIM,acor,-0.10813386564800026,12,0.24453,2
F,G,SATR12,BIM,acor,-0.013129954343997557,13.23076923076923,2.942021794871795,13
F,G,SCBR2,BIM,acor,-0.03592582462093208,8,1.6849500000000002,2
F,G,SOEL,BIM,acor,-0.07619047619047618,14,0.00250666666666666,1
F,G,SPORO,BIM,acor,0.2427643944520689,5.294117647058823,8.107226666666667,17
F,G,SPPO6,BIM,acor,0.1493917800638335,11,0.4735928,15
F,G,STEM,BIM,acor,0.6348484848484849,11,0.208,1
F,G,THAC,BIM,acor,-0.0761904761904762,14,3.5600000000000003e-4,1
F,G,TILA2,BIM,acor,-0.08156036298079475,12.5625,0.6698449999999999,16
F,G,TOAN,BIM,acor,-0.07619047619047617,14,0.04706833333333334,2
F,P,ACNE,BIM,acor,-0.07148170480346938,11.837209302325581,0.02538827906976744,43
F,P,AGHE5,BIM,acor,0.28518714823918523,12.25,1.0556348333333334,4
F,P,AMPA,BIM,acor,-0.07878612228105263,13.3125,0.05228875,16
F,P,ARAD,BIM,acor,-0.07619047619047617,14,0.00735,2
F,P,ARFEF,BIM,acor,-0.03759617893880045,12.625,0.03283191666666666,32
F,P,ARIST,BIM,acor,0.0603152795675735,11.5,0.8056202083333334,16
F,P,ARLUL2,BIM,acor,-0.1336606014470453,5.5,1.5081383333333334,2
F,P,ASTRA,BIM,acor,-0.08594833589560398,10.92156862745098,0.050201032679738564,51
F,P,BAABA,BIM,acor,-0.00476190476190475,14,0.0358,1
F,P,BADI,BIM,acor,0.0745189824805673,8.128571428571428,0.2568810857142857,70
F,P,BAPT,BIM,acor,0.1506080087162416,4,13.0524,1
F,P,BOBA2,BIM,acor,-0.07639987320980751,10.777777777777779,0.15949866666666668,9
F,P,BOCU,BIM,acor,0.06268329470286851,7.7272727272727275,4.692850303030303,33
F,P,BOER4,BIM,acor,0.2759380500170441,2.537037037037037,23.803922814814815,54
F,P,BOGR2,BIM,acor,0.08337653470980212,6.363636363636363,5.1191356818181815,88
F,P,BOHI2,BIM,acor,0.07975092746819203,7.463768115942029,1.4449185700483091,69
F,P,BOSP,BIM,acor,-0.00476190476190476,14,0.01475,1
F,P,BRCA3,BIM,acor,-0.029443363702678395,12.4,6.690012,5
F,P,CHCHC3,BIM,acor,0.18276558546734986,11.35135135135135,0.12394378378378379,37
F,P,CHCO,BIM,acor,-0.09583619833447928,13,0.15390666666666666,1
F,P,CHCO2,BIM,acor,-0.05939125466885735,10.8,0.05538666666666667,5
F,P,CHER2,BIM,acor,0.04571419576282516,5.666666666666667,0.41091466666666665,3
F,P,CHFE3,BIM,acor,0.08094373926874646,10.51923076923077,0.16241020512820512,52
F,P,CHGR2,BIM,acor,-0.13896953610866333,8.764705882352942,0.06381019117647059,68
F,P,CHLA10,BIM,acor,-0.07619047619047621,14,0.00107466666666666,1
F,P,CHRE4,BIM,acor,-0.149104705172803,11.63888888888889,0.03050444444444444,72
F,P,CHSE7,BIM,acor,-0.10411631025486957,13.083333333333334,0.04640233333333333,12
F,P,CHSES,BIM,acor,-0.06469637408802915,11.666666666666666,0.0632384,75
F,P,CINE,BIM,acor,-0.09722631837651848,11,0.02419,1
F,P,COAR4,BIM,acor,-0.07619047619047624,14,0.01099333333333333,1
F,P,COEQ,BIM,acor,-0.07619047619047621,14,0.15115833333333334,4
F,P,CRCR3,BIM,acor,-0.07619047619047616,14,0.012341999999999992,4
F,P,CYIMI,BIM,acor,0.08970246819181711,11.379310344827585,30.481196229885057,29
F,P,DABR,BIM,acor,-0.12190141061298373,11.48,0.11993472,25
F,P,DAFO,BIM,acor,0.10445051628634015,0,26.76618,1
F,P,DALEA,BIM,acor,-0.07619047619047618,14,0.0028402738095238064,7
F,P,DEPI,BIM,acor,-0.0983343932183742,13.714285714285714,0.008009428571428567,7
F,P,DRCUC,BIM,acor,-0.04603801995106345,13.8,0.001821999999999998,5
F,P,DRGL5,BIM,acor,-0.08188585071566153,9.096153846153847,0.0233861282051282,52
F,P,ECCOC,BIM,acor,0.09043142482901205,9,2.0054133333333333,4
F,P,ECFEF3,BIM,acor,-0.07619047619047614,14,0.030868888888888883,3
F,P,ECIN2,BIM,acor,-0.07619047619047614,14,1.3571666666666666,2
F,P,ELEL5,BIM,acor,-0.023708824684877883,12.357142857142858,0.2553505238095238,14
F,P,ENDE,BIM,acor,-0.07619047619047618,14,0.422,1
F,P,ERCI,BIM,acor,-0.09696969696969697,13.666666666666666,0.01878555555555555,3
F,P,ERCI6,BIM,acor,-0.026534927413723347,12.571428571428571,0.04076057142857143,7
F,P,ERDI4,BIM,acor,-0.07619047619047618,14,0.08684733333333333,4
F,P,ERFL,BIM,acor,0.008002021305145438,11.8,0.081039,20
F,P,ERME,BIM,acor,-0.0706222192651824,13.666666666666666,0.050065277777777764,6
F,P,ERPO4,BIM,acor,-0.07619047619047617,14,0.00759166666666666,1
F,P,ERWR,BIM,acor,0.08849850815630421,11.2,0.745476,10
F,P,EUEX4,BIM,acor,-0.06537383174721832,13.764705882352942,0.00702005882352941,17
F,P,FUCR,BIM,acor,-0.04173407101583897,13.444444444444445,0.12031592592592592,9
F,P,FUCYH,BIM,acor,-0.00476190476190475,14,0.12092666666666667,2
F,P,GIME,BIM,acor,-0.07619047619047618,14,0.00151833333333333,1
F,P,GLBI2,BIM,acor,-0.04196841672544437,13.28,0.030935239999999996,50
F,P,GUSA2,BIM,acor,0.22723846741621204,10.533333333333333,3.6782919555555558,15
F,P,GUSP,BIM,acor,-0.0761904761904762,14,0.003297999999999995,2
F,P,HENA,BIM,acor,0.16229106621116532,12.333333333333334,0.14053144444444443,6
F,P,HENE5,BIM,acor,-0.07619047619047617,14,0.26676,1
F,P,HEOB,BIM,acor,-0.07619047619047617,14,0.05512371428571428,7
F,P,HEPI2,BIM,acor,0.022158814910626854,12.944444444444445,0.07324315277777778,54
F,P,HOGL2,BIM,acor,-0.07619047619047618,14,0.01099333333333333,1
F,P,HYVE,BIM,acor,-0.03333333333333333,14,0.041994533333333334,5
F,P,IPCO2,BIM,acor,-0.06825396825396826,14,0.2235324074074074,9
F,P,IPCR,BIM,acor,-0.08397473528044612,13.1,0.2238023333333333,10
F,P,IPLA2,BIM,acor,-0.07619047619047621,14,0.040995000000000004,3
F,P,JUMO,BIM,acor,0.35559219033158995,9.342857142857143,106.30197428571428,35
F,P,KAPA,BIM,acor,-0.0773185749414565,11.75,0.8214586666666667,8
F,P,LAOCO,BIM,acor,-0.08874934589220308,13.857142857142858,0.0018925714285714286,7
